Station_ID,State,Latitude,Longitude,Connector_Count,Station_Type
ST000168,Andhra Pradesh,15.920708,79.742322,2,Standard
ST000169,Andhra Pradesh,15.999477,79.62905,2,Standard
ST000170,Andhra Pradesh,15.89359,79.743161,2,Standard
ST000171,Andhra Pradesh,15.818337,79.744986,2,Standard
ST000172,Andhra Pradesh,15.953164,79.816863,2,Standard
ST000173,Andhra Pradesh,15.813938,79.81333,2,Standard
ST000174,Andhra Pradesh,15.906912,79.7332,2,Standard
ST000175,Andhra Pradesh,15.824606,79.828725,2,Standard
ST000176,Andhra Pradesh,15.741635,79.736625,2,Standard
ST000177,Andhra Pradesh,15.895214,79.71263,2,Standard
ST000178,Andhra Pradesh,16.028959,79.795121,2,Standard
ST000179,Andhra Pradesh,16.028433,79.759425,2,Standard
ST000180,Andhra Pradesh,16.019974,79.697786,4,Standard
ST000181,Andhra Pradesh,15.814717,79.823144,4,Standard
ST000182,Andhra Pradesh,15.807509,79.768296,2,Standard
ST000183,Andhra Pradesh,15.984956,79.712235,4,Standard
ST000184,Andhra Pradesh,16.088613,79.696283,2,Standard
ST000185,Andhra Pradesh,15.917534,79.753075,2,Standard
ST000186,Andhra Pradesh,15.915838,79.742156,4,Standard
ST000187,Andhra Pradesh,16.026148,79.816385,2,Standard
ST000188,Andhra Pradesh,15.970419,79.767593,2,Standard
ST000189,Andhra Pradesh,15.915513,79.736148,4,Standard
ST000190,Andhra Pradesh,15.935115,79.688191,2,Standard
ST000191,Andhra Pradesh,16.015573,79.834212,2,Standard
ST000192,Andhra Pradesh,15.791919,79.612871,2,Standard
ST000193,Andhra Pradesh,15.897849,79.58001,4,Standard
ST000194,Andhra Pradesh,15.905805,79.774771,6,Hub
ST000195,Andhra Pradesh,15.913523,79.578634,2,Standard
ST000196,Andhra Pradesh,15.995277,79.73508,4,Standard
ST000197,Andhra Pradesh,15.805175,79.851839,2,Standard
ST000198,Andhra Pradesh,15.812363,79.896667,6,Hub
ST000199,Andhra Pradesh,15.966928,79.673349,2,Standard
ST000200,Andhra Pradesh,15.913726,79.589094,2,Standard
ST000201,Andhra Pradesh,16.056826,79.848947,2,Standard
ST000202,Andhra Pradesh,15.747699,79.734546,2,Standard
ST000203,Andhra Pradesh,15.83659,79.902035,2,Standard
ST000204,Andhra Pradesh,15.911237,79.74139,4,Standard
ST000205,Andhra Pradesh,15.928025,79.729774,2,Standard
ST000206,Andhra Pradesh,15.832739,79.912276,6,Hub
ST000207,Andhra Pradesh,16.022109,79.704976,2,Standard
ST000208,Andhra Pradesh,15.852262,79.673915,2,Standard
ST000209,Andhra Pradesh,15.895272,79.803325,2,Standard
ST000210,Andhra Pradesh,15.842504,79.607007,4,Standard
ST000211,Andhra Pradesh,15.95369,79.587435,2,Standard
ST000212,Andhra Pradesh,15.995987,79.793616,4,Standard
ST000213,Andhra Pradesh,16.015696,79.778887,6,Hub
ST000214,Andhra Pradesh,15.747206,79.803767,2,Standard
ST000215,Andhra Pradesh,15.899029,79.758862,2,Standard
ST000216,Andhra Pradesh,16.007758,79.859155,4,Standard
ST000217,Andhra Pradesh,15.898003,79.726321,4,Standard
ST000218,Andhra Pradesh,16.033969,79.810686,2,Standard
ST000219,Andhra Pradesh,16.060391,79.812558,2,Standard
ST000220,Andhra Pradesh,15.908483,79.724341,2,Standard
ST000221,Andhra Pradesh,16.082851,79.840275,2,Standard
ST000222,Andhra Pradesh,15.860724,79.792656,2,Standard
ST000223,Andhra Pradesh,15.985729,79.565108,2,Standard
ST000224,Andhra Pradesh,16.062993,79.726764,2,Standard
ST000225,Andhra Pradesh,15.900998,79.751715,2,Standard
ST000226,Andhra Pradesh,15.931857,79.62994,6,Hub
ST000227,Andhra Pradesh,15.751791,79.823084,4,Standard
ST000228,Andhra Pradesh,15.98834,79.803372,6,Hub
ST000229,Andhra Pradesh,16.006394,79.746681,4,Standard
ST000230,Andhra Pradesh,15.935192,79.748232,2,Standard
ST000231,Andhra Pradesh,16.008921,79.827401,4,Standard
ST000232,Andhra Pradesh,15.910001,79.623362,4,Standard
ST000233,Andhra Pradesh,15.985766,79.722348,6,Hub
ST000234,Andhra Pradesh,15.874246,79.909365,2,Standard
ST000235,Andhra Pradesh,15.944714,79.929999,2,Standard
ST000236,Andhra Pradesh,16.10631,79.754799,2,Standard
ST000237,Andhra Pradesh,16.084615,79.787742,2,Standard
ST000238,Andhra Pradesh,15.717308,79.705609,6,Hub
ST000239,Andhra Pradesh,16.011975,79.789541,2,Standard
ST000240,Andhra Pradesh,16.01558,79.719946,4,Standard
ST000241,Andhra Pradesh,15.817263,79.638925,2,Standard
ST000242,Andhra Pradesh,15.792473,79.775364,2,Standard
ST000243,Andhra Pradesh,15.757373,79.648924,2,Standard
ST000244,Andhra Pradesh,15.966817,79.755829,2,Standard
ST000245,Andhra Pradesh,16.08238,79.685417,2,Standard
ST000246,Andhra Pradesh,15.793656,79.774111,2,Standard
ST000247,Andhra Pradesh,15.906459,79.777069,2,Standard
ST000248,Andhra Pradesh,15.84406,79.75598,4,Standard
ST000249,Andhra Pradesh,15.899452,79.732199,2,Standard
ST000250,Andhra Pradesh,16.107595,79.708404,4,Standard
ST000251,Andhra Pradesh,15.878592,79.638418,2,Standard
ST000252,Andhra Pradesh,15.853434,79.891507,2,Standard
ST000253,Andhra Pradesh,15.899933,79.710173,2,Standard
ST000254,Andhra Pradesh,16.052309,79.652663,4,Standard
ST000255,Andhra Pradesh,16.050884,79.694975,2,Standard
ST000256,Andhra Pradesh,15.849607,79.68531,2,Standard
ST000257,Andhra Pradesh,16.070869,79.668947,6,Hub
ST000258,Andhra Pradesh,15.917962,79.741478,2,Standard
ST000259,Andhra Pradesh,15.797221,79.853571,2,Standard
ST000260,Andhra Pradesh,15.942887,79.737598,4,Standard
ST000261,Andhra Pradesh,15.849662,79.697526,2,Standard
ST000262,Andhra Pradesh,16.078324,79.708352,2,Standard
ST000263,Andhra Pradesh,15.962294,79.660331,2,Standard
ST000264,Andhra Pradesh,15.865865,79.767888,2,Standard
ST000265,Andhra Pradesh,16.075108,79.799987,2,Standard
ST000266,Andhra Pradesh,15.98988,79.55547,2,Standard
ST000267,Andhra Pradesh,16.023962,79.737653,4,Standard
ST000268,Andhra Pradesh,15.935389,79.55239,2,Standard
ST000269,Andhra Pradesh,15.941889,79.699914,2,Standard
ST000270,Andhra Pradesh,15.888305,79.747898,4,Standard
ST000271,Andhra Pradesh,16.029117,79.705483,2,Standard
ST000272,Andhra Pradesh,15.930873,79.873132,2,Standard
ST000273,Andhra Pradesh,15.860109,79.691582,4,Standard
ST000274,Andhra Pradesh,16.014452,79.827907,2,Standard
ST000275,Andhra Pradesh,15.759692,79.720344,2,Standard
ST000276,Andhra Pradesh,15.74383,79.718465,6,Hub
ST000277,Andhra Pradesh,15.806626,79.704056,8,Hub
ST000278,Andhra Pradesh,15.970551,79.683535,2,Standard
ST000279,Andhra Pradesh,15.916734,79.744294,2,Standard
ST000280,Andhra Pradesh,15.916904,79.616003,2,Standard
ST000281,Andhra Pradesh,15.900781,79.699168,2,Standard
ST000282,Andhra Pradesh,15.914805,79.742199,2,Standard
ST000283,Andhra Pradesh,15.843199,79.835194,2,Standard
ST000284,Andhra Pradesh,15.844704,79.794815,4,Standard
ST000285,Andhra Pradesh,15.970299,79.700546,2,Standard
ST000286,Andhra Pradesh,15.756774,79.726241,4,Standard
ST000287,Andhra Pradesh,15.813856,79.8153,2,Standard
ST000288,Andhra Pradesh,16.036109,79.59549,2,Standard
ST000289,Andhra Pradesh,16.024565,79.887897,2,Standard
ST000290,Andhra Pradesh,15.861314,79.742557,2,Standard
ST000291,Andhra Pradesh,15.723319,79.789775,2,Standard
ST000292,Andhra Pradesh,15.84722,79.743049,4,Standard
ST000293,Andhra Pradesh,15.880777,79.704294,2,Standard
ST000294,Andhra Pradesh,15.935803,79.751826,2,Standard
ST000295,Andhra Pradesh,15.933967,79.761889,2,Standard
ST000296,Andhra Pradesh,15.995327,79.838156,2,Standard
ST000297,Andhra Pradesh,15.941595,79.802897,2,Standard
ST000298,Andhra Pradesh,15.988449,79.682746,4,Standard
ST000299,Andhra Pradesh,15.895835,79.710057,2,Standard
ST000300,Andhra Pradesh,15.915799,79.747642,2,Standard
ST000301,Andhra Pradesh,15.940068,79.788645,4,Standard
ST000302,Andhra Pradesh,15.920754,79.755907,4,Standard
ST000303,Andhra Pradesh,15.979826,79.803353,2,Standard
ST000304,Andhra Pradesh,15.932639,79.810129,2,Standard
ST000305,Andhra Pradesh,15.774853,79.737035,2,Standard
ST000306,Andhra Pradesh,16.067929,79.779091,2,Standard
ST000307,Andhra Pradesh,15.90155,79.728229,2,Standard
ST000308,Andhra Pradesh,16.041963,79.608611,2,Standard
ST000309,Andhra Pradesh,15.964248,79.760733,2,Standard
ST000310,Andhra Pradesh,15.964654,79.599582,2,Standard
ST000311,Andhra Pradesh,15.929644,79.778376,2,Standard
ST000312,Andhra Pradesh,15.846355,79.810443,4,Standard
ST000313,Andhra Pradesh,15.858564,79.690085,4,Standard
ST000314,Andhra Pradesh,15.767529,79.774867,2,Standard
ST000315,Andhra Pradesh,15.962052,79.751534,2,Standard
ST000316,Andhra Pradesh,15.872034,79.565685,2,Standard
ST000317,Andhra Pradesh,15.806764,79.732199,2,Standard
ST000318,Andhra Pradesh,15.98285,79.795804,6,Hub
ST000319,Andhra Pradesh,15.865421,79.730131,2,Standard
ST000320,Andhra Pradesh,15.903799,79.814906,2,Standard
ST000321,Andhra Pradesh,15.976804,79.748102,2,Standard
ST000322,Andhra Pradesh,15.928611,79.803587,2,Standard
ST000323,Andhra Pradesh,16.042915,79.861727,2,Standard
ST000324,Andhra Pradesh,15.799895,79.664654,2,Standard
ST000325,Andhra Pradesh,15.937188,79.643316,2,Standard
ST000326,Andhra Pradesh,16.004696,79.795793,2,Standard
ST000327,Andhra Pradesh,15.78546,79.662629,2,Standard
ST000328,Andhra Pradesh,15.8897,79.750623,2,Standard
ST000329,Andhra Pradesh,15.897605,79.810987,2,Standard
ST000330,Andhra Pradesh,15.843454,79.649398,4,Standard
ST000331,Arunachal Pradesh,28.096,94.882863,2,Standard
ST000332,Arunachal Pradesh,28.180653,94.698538,4,Standard
ST000333,Arunachal Pradesh,28.24253,94.746046,2,Standard
ST000334,Arunachal Pradesh,28.218816,94.759926,2,Standard
ST000335,Arunachal Pradesh,28.240129,94.78035,2,Standard
ST000336,Arunachal Pradesh,28.301053,94.886764,2,Standard
ST000337,Arunachal Pradesh,28.309852,94.778472,6,Hub
ST000338,Arunachal Pradesh,28.051848,94.832663,2,Standard
ST000339,Arunachal Pradesh,28.278656,94.779302,2,Standard
ST000340,Assam,26.370526,92.904598,4,Standard
ST000341,Assam,26.2217,92.890532,2,Standard
ST000342,Assam,26.26437,93.055145,2,Standard
ST000343,Assam,26.301168,92.889794,2,Standard
ST000344,Assam,26.150178,92.913246,2,Standard
ST000345,Assam,26.20517,92.900471,2,Standard
ST000346,Assam,26.162602,93.013731,2,Standard
ST000347,Assam,26.152173,92.935283,4,Standard
ST000348,Assam,26.292289,93.018268,4,Standard
ST000349,Assam,26.17266,93.05044,2,Standard
ST000350,Assam,26.255006,93.016971,2,Standard
ST000351,Assam,26.190452,92.935492,2,Standard
ST000352,Assam,26.186683,92.9606,2,Standard
ST000353,Assam,26.383101,93.014373,2,Standard
ST000354,Assam,26.129475,93.083123,4,Standard
ST000355,Assam,26.196626,93.073843,2,Standard
ST000356,Assam,26.20825,92.818718,2,Standard
ST000357,Assam,26.119542,92.952232,2,Standard
ST000358,Assam,26.0924,93.088774,2,Standard
ST000359,Assam,26.294239,92.768831,2,Standard
ST000360,Assam,26.304416,93.040503,2,Standard
ST000361,Assam,26.23416,92.923906,2,Standard
ST000362,Assam,26.336074,92.997743,2,Standard
ST000363,Assam,26.050333,92.861661,2,Standard
ST000364,Assam,26.30216,93.060008,2,Standard
ST000365,Assam,26.210396,92.968831,8,Hub
ST000366,Assam,26.284176,93.077444,2,Standard
ST000367,Assam,26.147459,92.847489,2,Standard
ST000368,Assam,26.089767,93.073597,2,Standard
ST000369,Assam,26.073175,93.039759,2,Standard
ST000370,Assam,26.130657,92.965733,6,Hub
ST000371,Assam,26.141974,92.951605,2,Standard
ST000372,Assam,26.19909,92.837067,6,Hub
ST000373,Assam,26.220666,93.116392,2,Standard
ST000374,Assam,26.119558,93.010058,2,Standard
ST000375,Assam,26.304504,92.868383,2,Standard
ST000376,Assam,26.340103,93.063577,2,Standard
ST000377,Assam,26.15405,92.889438,2,Standard
ST000378,Assam,26.302385,93.059497,4,Standard
ST000379,Assam,26.122858,92.864529,2,Standard
ST000380,Assam,26.324547,92.840068,2,Standard
ST000381,Assam,26.236712,92.988421,2,Standard
ST000382,Assam,26.202012,93.086383,2,Standard
ST000383,Assam,26.312058,92.961437,2,Standard
ST000384,Assam,26.214313,92.762784,2,Standard
ST000385,Assam,26.110783,93.075119,2,Standard
ST000386,Assam,26.330611,93.046027,2,Standard
ST000387,Assam,26.2559,92.994657,4,Standard
ST000388,Assam,26.209379,92.908931,2,Standard
ST000389,Assam,26.219378,93.080825,2,Standard
ST000390,Assam,26.176601,92.811636,8,Hub
ST000391,Assam,26.163158,92.835717,4,Standard
ST000392,Assam,26.199818,93.006735,2,Standard
ST000393,Assam,26.276306,93.102766,2,Standard
ST000394,Assam,26.131185,92.897489,2,Standard
ST000395,Assam,26.016516,92.9824,2,Standard
ST000396,Assam,26.267503,93.033884,4,Standard
ST000397,Assam,26.078393,92.933076,4,Standard
ST000398,Assam,26.373897,92.957405,4,Standard
ST000399,Assam,26.303501,92.890841,2,Standard
ST000400,Assam,26.139907,92.763369,2,Standard
ST000401,Assam,26.192501,92.908187,2,Standard
ST000402,Assam,26.092932,92.881638,2,Standard
ST000403,Assam,26.069732,93.005184,2,Standard
ST000404,Assam,26.370195,92.863407,2,Standard
ST000405,Assam,26.179024,92.944485,2,Standard
ST000406,Assam,26.367619,92.921644,2,Standard
ST000407,Assam,26.331102,93.06755,4,Standard
ST000408,Assam,26.271585,92.86191,2,Standard
ST000409,Assam,26.133567,92.894302,4,Standard
ST000410,Assam,26.26371,92.960214,8,Hub
ST000411,Assam,26.200902,92.936724,4,Standard
ST000412,Assam,26.160711,93.006523,4,Standard
ST000413,Assam,26.021684,92.89477,2,Standard
ST000414,Assam,26.161113,92.99466,2,Standard
ST000415,Assam,26.193505,92.847435,2,Standard
ST000416,Assam,26.214977,93.026938,2,Standard
ST000417,Assam,26.22294,92.964902,2,Standard
ST000418,Assam,26.116819,92.938459,4,Standard
ST000419,Assam,26.26295,92.900645,2,Standard
ST000420,Assam,26.090014,92.876272,2,Standard
ST000421,Assam,26.332859,92.948506,2,Standard
ST000422,Assam,26.284581,93.110497,2,Standard
ST000423,Assam,26.249904,93.004276,2,Standard
ST000424,Assam,26.371987,93.039467,2,Standard
ST000425,Assam,26.081534,92.935958,2,Standard
ST000426,Bihar,25.232967,85.37446,4,Standard
ST000427,Bihar,25.140871,85.487042,2,Standard
ST000428,Bihar,25.106708,85.349733,2,Standard
ST000429,Bihar,25.188035,85.334592,2,Standard
ST000430,Bihar,25.084034,85.307893,2,Standard
ST000431,Bihar,25.110579,85.223606,2,Standard
ST000432,Bihar,25.008981,85.299644,2,Standard
ST000433,Bihar,25.005234,85.378455,6,Hub
ST000434,Bihar,25.116506,85.343225,2,Standard
ST000435,Bihar,25.218343,85.168663,2,Standard
ST000436,Bihar,25.05822,85.351794,4,Standard
ST000437,Bihar,25.045592,85.248824,6,Hub
ST000438,Bihar,25.126934,85.31806,2,Standard
ST000439,Bihar,25.068138,85.184316,2,Standard
ST000440,Bihar,25.139853,85.320622,2,Standard
ST000441,Bihar,25.112041,85.44653,2,Standard
ST000442,Bihar,25.116762,85.315672,2,Standard
ST000443,Bihar,25.107117,85.279133,4,Standard
ST000444,Bihar,25.068769,85.274084,2,Standard
ST000445,Bihar,25.135546,85.341548,2,Standard
ST000446,Bihar,25.066429,85.144552,2,Standard
ST000447,Bihar,25.134465,85.243542,6,Hub
ST000448,Bihar,25.075919,85.277414,2,Standard
ST000449,Bihar,25.048093,85.48582,2,Standard
ST000450,Bihar,25.113145,85.314496,2,Standard
ST000451,Bihar,25.097488,85.318222,2,Standard
ST000452,Bihar,25.144796,85.419054,4,Standard
ST000453,Bihar,24.938886,85.397706,2,Standard
ST000454,Bihar,25.12421,85.250783,2,Standard
ST000455,Bihar,25.091606,85.388905,2,Standard
ST000456,Bihar,25.050887,85.284289,4,Standard
ST000457,Bihar,25.037892,85.255511,2,Standard
ST000458,Bihar,25.013497,85.285081,6,Hub
ST000459,Bihar,25.04379,85.495435,2,Standard
ST000460,Bihar,25.098493,85.28518,2,Standard
ST000461,Bihar,25.162147,85.241397,2,Standard
ST000462,Bihar,25.222226,85.214697,2,Standard
ST000463,Bihar,25.092093,85.315135,2,Standard
ST000464,Bihar,25.083417,85.420682,2,Standard
ST000465,Bihar,25.061623,85.274739,2,Standard
ST000466,Bihar,25.203061,85.441333,2,Standard
ST000467,Bihar,25.200734,85.302813,2,Standard
ST000468,Bihar,25.121832,85.361099,4,Standard
ST000469,Bihar,25.27774,85.334183,2,Standard
ST000470,Bihar,25.181259,85.390835,2,Standard
ST000471,Bihar,25.079412,85.422672,2,Standard
ST000472,Bihar,24.99976,85.17798,2,Standard
ST000473,Bihar,25.096695,85.315217,2,Standard
